suppcode,partnumber,partname,stdpack,kategori,lokasi,stdpack_supp,input_user,input_date,imincl
"10775","LV39720-001A","NAME PLATE     ","1000","","","1000","ManualProcedure","2016-06-03",""
"10775","LV39858-006A","POP(1DIN)      ","1","","","1","ManualProcedure","2016-06-03",""
"10775","LV39858-012A","POP(1DIN)      ","1","","","1","ManualProcedure","2016-06-03",""
"10733","LV3A086-001A","M.HADWAER      ","1600",""," >M-06    ","1600","ManualProcedure","2016-06-03",""
"10775","LV3A092-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03",""
"11185","LV3A182-001A","SL LOCK ARM    ","200","","D-06      ","6000","tokyoseimitsu","2018-10-05",""
"10775","LV3A200-001A","INNER CARTON   ","999999","","Z2-301    ","999999","ManualProcedure","2016-06-03",""
"10620","LV3A442-025A","POP            ","999999","","","1000","flexi2009","2020-02-24",""
"10775","LV3A476-004A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03",""
"10774","LV3A496-001A","MASTER CARTON  ","10","","T1-304    ","10","ManualProcedure","2016-06-03",""
"10774","LV3A501-001A","MASTER CARTON  ","10","","T1-159    ","10","ManualProcedure","2016-06-03",""
"10774","LV3A508-001A","MASTER CARTON  ","10","","T1-026    ","10","ManualProcedure","2016-06-03",""
"10775","LV3A709-001A","CARTON         ","999999","","","999999","ManualProcedure","2016-06-03",""
"10775","LV3A715-001A","CARTON         ","999999","","","999999","ManualProcedure","2016-06-03",""
"10774","LV3A740-001A","MASTER CARTON  ","10","","T1-053    ","10","ManualProcedure","2016-06-03",""
"10774","LV3A749-001A","MASTER CARTON  ","10","","T1-042    ","10","ManualProcedure","2016-06-03",""
"10774","LV3A754-001A","MASTER CARTON  ","10","","T1-147    ","10","ManualProcedure","2016-06-03",""
"10620","LV3A757-002A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24",""
"10703","LV40846-050A","SPACER(F)      ","999999","","FS-A2-067","999999","ManualProcedure","2016-06-03",""
"10703","LV40846-064A","SPACER(F)      ","999999","SML","FS1-103","999999","ManualProcedure","2016-06-03",""
"10703","LV40848-088A","SPACER(P)      ","1","","","1","ManualProcedure","2016-06-03",""
"10703","LV44247-015A","SHIELD TIGHT   ","999999","","FS-S-36","999999","ManualProcedure","2016-06-03",""
"11185","LV44469-001ANK","ROLLER","999999","","KI-KIT","2000","tokyoseimitsu","2019-10-22",""
"10775","LV44928-303A","RECYCLE MARK   ","10000","SML","","10000","ManualProcedure","2016-06-03",""
"10703","LV45661-001A-PP","DUMMY CARD(SIM)","1","","","1","ManualProcedure","2016-06-03",""
"10703","LV45698-001A-PP","INSULATOR(GYRO)","1","","*L-029    ","1","ManualProcedure","2016-06-03",""
"10733","LV45885-001ANK","M.HARDWARE(FC) ","600","","KIT","1400","ManualProcedure","2016-06-03",""
"10703","LV45985-001A","SPACER         ","999999","","*K-166","999999","ManualProcedure","2016-06-03",""
"10620","LV45999-001ANK","BADGE          ","999999","","","5000","flexi2009","2020-02-24",""
"10775","LVT1709-001C","ECDOC SHEET    ","1000","SML","","1000","ManualProcedure","2016-06-03",""
"10698","LVT1946-001E","INST SHEET     ","40","SML","Y-        ","40","ManualProcedure","2016-06-03",""
"10775","LVT2086-001B","INST BOOK      ","1","SML","","1","ManualProcedure","2016-06-03",""
"10775","LVT2087-001B","INSTALL MANUAL ","1","SML","","1","ManualProcedure","2016-06-03",""
"10698","LVT2200-005A","INST BOOK      ","1","SML","","1","ManualProcedure","2016-06-03",""
"10698","LVT2213-002B","INSTALL MANUAL ","20","","","20","ManualProcedure","2016-06-03",""
"10775","LVT2269-002A","INST BOOK      ","40","","X-        ","40","ManualProcedure","2016-06-03",""
"10775","LVT2298-002A","INSTALL MANUAL ","20","","","20","ManualProcedure","2016-06-03",""
"10698","LVT2301-001A","","20","","","20","ManualProcedure","2016-06-03",""
"10775","LVT2329-001B","","40","","X-        ","40","ManualProcedure","2016-06-03",""
"10775","LVT2507-003A","INST BOOK      ","40","","W-121     ","40","ManualProcedure","2016-06-03",""
"10698","LVT2513-001A","INST BOOK      ","40","","X-232     ","40","ManualProcedure","2016-06-03",""
"10698","LVT2513-006A","INST BOOK      ","40","","X-166     ","40","ManualProcedure","2016-06-03",""
"10775","LVT2546-001C","NOTICE SHEET   ","200","","Y-57      ","200","ManualProcedure","2016-06-03",""
"10693","QAM0209-003","CAR BATT CORD  ","100","SML","ML-123    ","100","ManualProcedure","2016-06-03",""
"10693","QAM0991-001","STEELING REMOTE","1","SML","","1","ManualProcedure","2016-06-03",""
"10693","QAM1065-001","POWER CORD     ","200","SML","","200","ManualProcedure","2016-06-03",""
"10693","QAM1392-001","CAR CABLE      ","100","","K-11      ","100","ManualProcedure","2016-06-03",""
"10693","QAM1438-001","CAR CABLE      ","50","","FB-D1-58","50","asahi","2019-12-04",""
"10693","QAM1508-001","CAR CABLE      ","100","","G-23      ","100","ManualProcedure","2016-06-03",""
"10774","H5A-0920-00","ITEM CARTON","40","","T2-255","40","oal03","2018-04-17","1 "
"10698","H5A-1050-00","ITEM CARTON","40","","T1-244","999999","Administrator","2017-01-26","1 "
"10698","H5A-1057-10","ITEM CARTON","40","","FP-T1-238","999999","Administrator","2017-01-26","1 "
"10698","H5A-1058-10","ITEM CARTON","40","","FP-G-116","999999","Administrator","2017-01-26","1 "
"10698","H5A-1078-0E-TS","ITEM CARTON","999999","","PP-","999999","Administrator","2017-12-04","  "
"10698","H5A-1123-00","ITEM CARTON","40","","FP-T2-416","999999","Administrator","2017-08-14","1 "
"10774","H5A-1128-00","ITEM CARTON","40","","FP-O-089","20","oal03","2019-05-14","1 "
"10775","H5A-1160-00","ITEM CARTON","40","","T2-400","999999","Administrator","2017-09-04","1 "
"10775","H5A-1244-00","ITEM CARTON","40","","FP-O-145","999999","Administrator","2017-09-18","1 "
"10698","H5A-1496-10","ITEM CARTON","40","","FP-O-429","999999","Administrator","2021-11-10","1 "
"11786","H5A-1498-00","ITEM CARTON","40","","FP-O-014","999999","Administrator","2018-08-08","1 "
"10775","H5A-1546-00","ITEM CARTON","40","","FP-O-090","999999","Administrator","2018-07-16","1 "
"10775","H5A-1547-00","ITEM CARTON","40","","FP-O-015","999999","Administrator","2018-07-10","1 "
"10698","H5A-1551-00","ITEM CARTON","40","","FP-O-075","999999","Administrator","2018-08-24","1 "
"10774","H5A-1579-00","ITEM CARTON","40","","FP-O-008","20","oal03","2019-05-22","1 "
"10698","H5A-1586-10","ITEM CARTON","999999","","FP-G-204","999999","Administrator","2019-08-07","1 "
"10698","H5A-1588-10","ITEM CARTON","40","","FP-G-198","999999","Administrator","2019-07-10","1 "
"10774","H5A-1599-00","ITEM CARTON","999999","","FB-G-105","20","oal03","2019-05-22","1 "
"10698","H5A-1730-10","ITEM CARTON","40","","BP2-212","999999","request by mr. ","2024-06-18","1 "
"10774","H5A-1764-00","ITEM CARTON","999999","","","20","oal03","2019-05-15","  "
"10775","H5A-1824-00","ITEM CARTON","999999","","FP-O-255","999999","Administrator","2019-07-10","1 "
"10698","H5A-1831-00","ITEM CARTON","40","","FP-O-273","999999","Administrator","2019-07-30","1 "
"10775","H5A-1886-00","ITEM CARTON","40","","FP-O-292","999999","Administrator","2019-09-18","1 "
"10774","H5A-1908-00","ITEM CARTON","40","","FP-O-295","20","oal03","2019-10-18","1 "
"10775","H5A-2019-00","ITEM CARTON","999999","","FP-O-353","999999","Administrator","2020-09-30","1 "
"10775","H5A-2027-20","ITEM CARTON","40","","BP1-347","999999","request by mr. ","2024-06-18","1 "
"10775","H5A-2028-10","ITEM CARTON","999999","","FP-O-390","999999","Administrator","2021-04-29","1 "
"10775","H5A-2147-00","ITEM CARTON","40","","BP1-288","999999","request by mr. ","2024-06-18","1 "
"10775","H5A-2167-00","ITEM CARTON","40","","BP1-307","999999","request by mr. ","2024-06-18","1 "
"10774","H6A-0158-00","OUTER CARTON   ","10","","T3-       ","10","ManualProcedure","2016-06-03","1 "
"10774","H6A-0307-10","OUTER CARTON   ","10","","FP-N-157","10","ManualProcedure","2016-06-03","1 "
"10774","H6A-0454-00","OUTER CARTON   ","10","","T5-087","10","ManualProcedure","2016-06-03","1 "
"10774","H6A-0486-00","OUTER CARTON   ","10","","T5-168","10","ManualProcedure","2016-06-03","1 "
"10774","H6A-0488-00","OUTER CARTON   ","10","","T5-080","10","ManualProcedure","2016-06-03","1 "
"10774","H6A-0516-00","OUTER CARTON   ","10","","T5-023","10","oal03","2018-04-18","1 "
"10774","H6A-0674-00","OUTER CARTON   ","10","","FP-N-105","10","oal03","2018-04-18","1 "
"10774","H6A-0711-00","OUTER CARTON   ","10","","T5-050","10","oal03","2018-04-17","1 "
"10774","H6A-0761-00","OUTER CARTON","10","","T5-231","10","oal03","2018-04-30","1 "
"10774","H6A-0780-00","OUTER CARTON","10","","FB-H-129","10","oal03","2018-04-30","1 "
"10774","H6A-0963-00","OUTER CARTON","10","","T3-190","10","oal03","2018-04-19","1 "
"10774","H6A-1060-01","OUTER CARTON","10","","FP-N-221","10","oal03","2018-04-24","1 "
"10774","H6A-1078-00","OUTER CARTON","20","","T3-245","10","oal03","2018-04-17","1 "
"10774","H6A-1119-00","OUTER CARTON","10","","FP-T5-320","10","oal03","2018-04-17","1 "
"10774","H6A-1228-00","OUTER CARTON","999999","","FP-T3-493","10","oal03","2018-04-19","  "
"10774","H6A-1424-00","OUTER CARTON","10","","FP-N-009","10","oal03","2018-04-16","1 "
"10774","H6A-1437-00","OUTER CARTON","10","","FP-N-055","10","oal03","2018-07-25","1 "
"10774","H6A-1478-00","OUTER CARTON","10","","FP-N-197","10","oal03","2018-06-04","1 "
"10774","H6A-1565-10","OUTER CARTON","20","","FP-KL-70","10","","2023-08-21","  "
"10774","H6A-1796-00","OUTER CARTON","999999","","FP-KL-32","10","oal03","2019-05-20","1 "
"10774","H6A-2040-00","OUTER CARTON","10","","BP1-428","10","request by mr. ","2024-06-18","1 "
"10774","H6A-2048-00","OUTER CARTON","999999","","B-PR1-462","10","request by mr. ","2024-06-18","1 "
"10774","H6A-2050-00","OUTER CARTON","10","","BP1-437","10","request by mr. ","2024-06-18","1 "
"10774","H6A-2133-00","OUTER CARTON","20","","BP2-265","10","request by mr. ","2024-06-18","1 "
"10733","J2B-0187-01","BRACKET ASSY   ","40","","FB-F-073","100","pthtp","2016-11-21","1 "
"10733","J2B-0187-02","BRACKET ASSY","100","","FB-F-035","100","pthtp","2016-11-30","  "
"10733","J2B-0874-00-TS","MOUNTING ASSY","999999","","","999999","Administrator","2024-07-10","1 "
"10776","J2K-0283-00","GUIDE","100","","DM1-107","100","psi-masuk","2020-08-25","1 "
"11855","K2E-0097-00-TS","PUSH KNOB","999999","","","50","marketingtechno","2019-01-25",""
"11855","K2K-0265-00","KNOB","200","","FS7-057","4000","marketingtechno","2017-08-15",""
"10733","LV22882-004A-PP","REAR CHASSIS 3F","60","SML","","60","ManualProcedure","2016-06-03",""
"10733","LV22883-002A","REAR CHASSIS 2F","112","SML","M-        ","112","ManualProcedure","2016-06-03",""
"10733","LV22935-002A","MID CHAS.ASSY  ","40","","","40","ManualProcedure","2016-06-03",""
"10733","LV23044-001A","M.HARDWARE NAVI","20","","F-07      ","20","ManualProcedure","2016-06-03",""
"10774","LV36359-001A","MASTER CARTON  ","10","SML","BP1-378","10","request by mr. ","2024-06-18",""
"10703","LV38291-004A","CAUTION LABEL  ","1","SML","","1","ManualProcedure","2016-06-03",""
"10775","LV38566-002A","NAME PLATE     ","1000","SML","","1000","ManualProcedure","2016-06-03",""
"10774","LV38919-003A","CARTON         ","1","SML","","1","ManualProcedure","2016-06-03",""
"10775","LV38931-001A","CARTON         ","1","SML","","1","ManualProcedure","2016-06-03",""
"10829","LV39126-002A-PP","HEAT SINK      ","1","SML","","1","ManualProcedure","2016-06-03",""
"10703","LV39139-002A","INSULATOR(SUB) ","200","SML","*C2       ","200","ManualProcedure","2016-06-03",""
"10774","LV39293-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03",""
"10698","LVT2550-002B","INST BOOK      ","40","","X-227     ","40","ManualProcedure","2016-06-03",""
"10693","QAM1044-001","16P CORD ASSY  ","100","SML","","100","ManualProcedure","2016-06-03",""
"10693","QAM1279-001","CAR CABLE      ","1","SML","","1","ManualProcedure","2016-06-03",""
"10693","QAM1332-001","CAR CABLE      ","200","SML","S-27      ","200","ManualProcedure","2016-06-03",""
"10693","QAM1343-001","CAR CABLE      ","100","SML","K-05      ","100","ManualProcedure","2016-06-03",""
"10693","QAM1355-003","Car Cable      ","999999","","G-43      ","999999","ManualProcedure","2016-06-03",""
"10693","QAM1356-001","CAR CABLE      ","100","SML","","100","ManualProcedure","2016-06-03",""
"12666","QPS01302540","POLY SHEET","999999","","AP2-047","100","request by mr. ","2024-06-18",""
"10774","LV39293-002A-PP","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03",""
"10775","LV39314-001A","CARTON         ","40","SML","","40","ManualProcedure","2016-06-03",""
"10775","LV39335-001A","CARTON         ","40","SML","","40","ManualProcedure","2016-06-03",""
"10775","LV39339-001A","CARTON         ","40","SML","","40","ManualProcedure","2016-06-03",""
"10774","LV39344-001A","MASTER CARTON  ","1","SML","","1","ManualProcedure","2016-06-03",""
"10703","LV39383-001A-PP","CAUTION PLATE  ","1","SML","","1","ManualProcedure","2016-06-03",""
"10774","LV39417-002A-PP","MASTER CARTON  ","1","","","1","ManualProcedure","2016-06-03",""
"10776","LV39603-001A","EARTH PLATE    ","500","","","500","ManualProcedure","2016-06-03",""
"10733","LV39611-001A-PP","PANEL BKT ASSY ","80","","","80","ManualProcedure","2016-06-03",""
"10775","LV39652-002A","CARTON         ","999999","","","999999","ManualProcedure","2016-06-03",""
"10774","LV39684-001A","MASTER CARTON  ","1","","","1","ManualProcedure","2016-06-03",""
"10775","LV39740-001A","NAME PLATE     ","1","","","1","ManualProcedure","2016-06-03",""
"10775","LV39784-001A","CARTON         ","1","","","1","ManualProcedure","2016-06-03",""
"10775","LV39785-001A","CARTON         ","999999","","Z2-285    ","999999","ManualProcedure","2016-06-03",""
"10774","LV39801-001A","MASTER CARTON  ","10","","T1-261    ","10","ManualProcedure","2016-06-03",""
"10774","LV39825-001A","MASTER CARTON  ","1","","","1","ManualProcedure","2016-06-03",""
"10775","LV39832-002A","CARTON         ","999999","","","999999","ManualProcedure","2016-06-03",""
"10774","LV39842-001A","MASTER CARTON  ","1","","","1","ManualProcedure","2016-06-03",""
"10775","LV39857-013A","POP            ","1","","","1","ManualProcedure","2016-06-03",""
"10775","LV39858-048A","POP(1DIN)      ","999999","","*K-68     ","999999","ManualProcedure","2016-06-03",""
"10775","LV3A117-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03",""
"10775","LV3A279-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03",""
"10620","LV3A443-002A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24",""
"10620","LV3A443-017A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24",""
"10620","LV3A447-011A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24",""
"10620","LV3A450-002A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24",""
"10775","LV3A473-008A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03",""
"10774","LV3A484-001A","MASTER CARTON  ","10","","T1-172    ","10","ManualProcedure","2016-06-03",""
"10703","LV3A558-002A","SPACER         ","99999","","FS-K1-132","99999","ManualProcedure","2016-06-03",""
"10620","LV3A697-003A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24",""
"10775","LV3A730-001A","CARTON         ","999999","","","999999","ManualProcedure","2016-06-03",""
"10703","LV40847-051A","SPACER(H)      ","1","SML","","1","ManualProcedure","2016-06-03",""
"10703","LV40848-0A1A","SPACER(P)      ","999999","","*L-81     ","999999","ManualProcedure","2016-06-03",""
"10703","LV45138-001A","C.GUIDE SHEET  ","1","SML","","1","ManualProcedure","2016-06-03",""
"10775","LV45681-001A","CAUTION SHEET  ","1000","","*K-220    ","1000","ManualProcedure","2016-06-03",""
"10775","LV45820-001A","UP LABEL       ","999999","","","999999","ManualProcedure","2016-06-03",""
"10698","LVT2174-004A","INSTALL MANUAL ","40","SML","","40","ManualProcedure","2016-06-03",""
"10775","LVT2180-001B","INST BOOK      ","1","","","1","ManualProcedure","2016-06-03",""
"10775","LVT2201-005A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03",""
"10698","LVT2213-002A","INSTALL MANUAL ","100","SML","","100","ManualProcedure","2016-06-03",""
"10698","LVT2214-001B","INST BOOK      ","200","SML","","200","ManualProcedure","2016-06-03",""
"10698","LVT2276-002A","","20","","","20","ManualProcedure","2016-06-03",""
"10775","LVT2321-006A","INSTALL MANUAL ","40","","X-189     ","40","ManualProcedure","2016-06-03",""
"10775","LVT2358-002A","INSTALL MANUAL ","20","","","20","ManualProcedure","2016-06-03",""
"10698","LVT2364-001A","","40","","X-245     ","40","ManualProcedure","2016-06-03",""
"10698","LVT2472-002A","CHECK SHEET    ","500","","X-127     ","500","ManualProcedure","2016-06-03",""
"10698","LVT2548-003A","QSG            ","40","","X-045     ","40","ManualProcedure","2016-06-03",""
"10693","QAM1081-001","CAR CABLE      ","50","SML","A-        ","50","ManualProcedure","2016-06-03",""
"10693","QAM1311-001","CAR CABLE      ","100","SML","","100","ManualProcedure","2016-06-03",""
"10693","QAM1360-001","CAR CABLE      ","100","SML","G-60   ","100","ManualProcedure","2016-06-03",""
"10774","GE35396-001A","MASTER CARTON  ","10","","T1-015    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE35434-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35479-001A","INNER CARTON   ","999999","","Z2-330    ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE35480-001A","MASTER CARTON  ","10","","Z1-308    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE35521-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35536-001A","INNER CARTON   ","999999","","Z2-222    ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35759-001A","INNER CARTON   ","999999","","Z2-091    ","999999","ManualProcedure","2016-06-03","1 "
"10775","GE35770-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE35872-001A","MASTER CARTON  ","999999","","T1-320    ","10","oal03","2018-04-18","1 "
"10775","GE35932-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","  "
"10775","GE35966-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10620","GE35996-001A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24","1 "
"10774","GE36016-001A","MASTER CARTON  ","10","","T1-138    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE36070-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE36143-001A","MASTER CARTON  ","10","","T1-181    ","10","ManualProcedure","2016-06-03","1 "
"10775","GE36230-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","  "
"10775","GE36248-002A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03","1 "
"10774","GE36295-001A","MASTER CARTON  ","10","","T1-116    ","10","ManualProcedure","2016-06-03","1 "
"10620","GE36302-001A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24","1 "
"11786","GE36340-001A","INNER CARTON   ","999999","","Z2-344    ","999999","ManualProcedure","2016-06-03","1 "
"10703","GE40218-0B6APP","SHEET          ","1","SML","","1","ManualProcedure","2016-06-03","  "
"10703","GE40218-0B9APP","SHEET          ","1","SML","","1","ManualProcedure","2016-06-03","  "
"10776","GE40259-001A","MECHA HEAT SINK","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10703","GE40280-006A","SHEET          ","999999","SML","*C2       ","999999","ManualProcedure","2016-06-03","1 "
"10703","GE40466-017A","SPACER         ","999999","","*C2       ","999999","ManualProcedure","2016-06-03","1 "
"10703","GE40544-001A","CUSHION BLOCK  ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GE40586-001A","LABEL          ","10000","","","10000","ManualProcedure","2016-06-03","1 "
"10774","GE40615-001A","PARTITION B    ","50","","Z2-009    ","50","ManualProcedure","2016-06-03","1 "
"10703","GE40671-001A","LIGHTING SHEET ","200","","C2-FS1","999999","chiyoda","2018-09-01","1 "
"10698","GET0109-005A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0402-008A","INSTALL MANUAL ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10775","GET0534-007A","INSTALL MANUAL ","1","SML","","1","ManualProcedure","2016-06-03","  "
"10698","GET0568-008B","INST.MANUAL    ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10775","GET0583-006A","INST.BOOK      ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10775","GET0588-008B","INSTALLATION   ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10775","GET0588-011A","INST BOOK      ","40","","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0624-004A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0624-017A","INST.MANUAL    ","200","SML","","200","ManualProcedure","2016-06-03","1 "
"10698","GET0635-013A","INST.MANUAL    ","200","SML","","200","ManualProcedure","2016-06-03","1 "
"10775","GET0647-004A","INSTALL MANUAL ","1","SML","","1","ManualProcedure","2016-06-03","1 "
"10698","GET0654-001A","INST BOOK      ","40","SML","C2-XK-087","40","ManualProcedure","2016-06-03","1 "
"10698","GET0662-007A","INST.MANUAL    ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0666-006A","INSTALL MANUAL ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0702-002B","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0702-005B","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0707-008A","INSTALL MANUAL ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10775","GET0708-010A","INSTALL MANUAL ","40","SML","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0719-003A","INST BOOK      ","100","SML","","100","ManualProcedure","2016-06-03","1 "
"10698","GET0754-002A","INSTALL MANUAL ","40","","","40","ManualProcedure","2016-06-03","1 "
"10775","GET0758-005A","INST BOOK      ","40","","X-        ","40","ManualProcedure","2016-06-03","1 "
"10775","GET0760-001A","INST BOOK      ","40","","FB-R2-135","40","ManualProcedure","2016-06-03","1 "
"10698","GET0767-006A","INST BOOK      ","40","","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0783-007A","INSTALL MANUAL ","40","","Y-122     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0799-003A","INST BOOK      ","40","","X-203     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0799-010A","INSTALL MANUAL ","40","","X-280     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0803-002A","","40","","XK-207    ","20","ptcps01","2017-07-01","1 "
"10698","GET0817-009A","INSTALL MANUAL ","40","","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0817-012A","INSTALL MANUAL ","40","","","40","ManualProcedure","2016-06-03","1 "
"10698","GET0822-001A","RUSSIAN SHEET  ","20","","","20","ManualProcedure","2016-06-03","1 "
"10775","GET0827-002A","INSTALL MANUAL ","999999","","","999999","ManualProcedure","2016-06-03","1 "
"10775","GET0869-001A","INSTALL MANUAL ","40","","W-123     ","40","ManualProcedure","2016-06-03","1 "
"10775","GET0899-001A","INST BOOK      ","40","","X-172     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0908-004A","ERRATA SHEET   ","40","","Y-120     ","40","ManualProcedure","2016-06-03","1 "
"10698","GET0908-005A","INST MANUAL    ","40","","X-191     ","40","ManualProcedure","2016-06-03","1 "
"10775","GET0945-002A","INSTALL MANUAL ","40","","FB-R2-012","40","ManualProcedure","2016-06-03","1 "
"10698","GET0952-001A","INST MANUAL    ","40","","X-116     ","40","ManualProcedure","2016-06-03","1 "
"11786","GET0962-002B","INST MANUAL    ","40","","V-022     ","9999","ManualProcedure","2016-06-03","1 "
"10775","LV39878-001A","IDENTITY CARD  ","1000","","C2-PRINT","1000","ManualProcedure","2016-06-03",""
"10774","LV39885-001A","CARTON         ","1","","","1","ManualProcedure","2016-06-03",""
"10703","LV39888-002A","PROTECT SHEET  ","999999","","","999999","ManualProcedure","2016-06-03",""
"10775","LV39896-005A","POP            ","999999","","*K-067    ","999999","ManualProcedure","2016-06-03",""
"10733","LV39958-001A","P.BKT ASSY(R)  ","20","","A1-33     ","20","ManualProcedure","2016-06-03",""
"10733","LV39961-003A","F.BKT ASSY     ","60","","B-110     ","60","ManualProcedure","2016-06-03",""
"10775","LV3A120-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03",""
"11185","LV3A179-001A","TRIGGER ARM    ","1000","","T-18      ","6000","tokyoseimitsu","2017-03-24",""
"10775","LV3A272-001A","NAME PLATE     ","999999","","PRINT     ","999999","ManualProcedure","2016-06-03",""
"10733","LV3A435-001ANK","M.HARDWARE 1SEG","600","","KIT","1000","ManualProcedure","2016-06-03",""
"10620","LV3A444-004A","NAME PLATE     ","999999","","","1000","flexi2009","2020-02-24",""
"10774","LV3A482-001A","MASTER CARTON  ","10","","T1-224    ","10","ManualProcedure","2016-06-03",""
"10774","LV3A507-001A","MASTER CARTON  ","10","","T1-152    ","10","ManualProcedure","2016-06-03",""
"10774","LV3A515-001A","MASTER CARTON  ","10","","T1-176    ","10","ManualProcedure","2016-06-03",""
"10703","LV3A558-001A","SPACER         ","999999","","","999999","ManualProcedure","2016-06-03",""
"10703","LV3A700-003A","NAME PLATE     ","999999","","","999999","ManualProcedure","2016-06-03",""
"10775","LV3A707-001A","CARTON         ","999999","","","999999","ManualProcedure","2016-06-03",""
"10703","LV40846-062A","SPACER(F)      ","999999","SML","C2-","999999","ManualProcedure","2016-06-03",""
"10703","LV43912-001A","SHEET          ","1","SML","","1","ManualProcedure","2016-06-03",""
"10775","LV44661-005A","CAUTION SHEET  ","1000","SML","*K-219    ","1000","ManualProcedure","2016-06-03",""
"10775","LV44926-302A","RECYCLE MARK   ","10000","SML","","10000","ManualProcedure","2016-06-03",""
"10703","LV45077-002A","SHEET(R)       ","1","SML","","1","ManualProcedure","2016-06-03",""
"10703","LV45157-001A","SPACER         ","1000","SML","C2- ","99999999","chiyoda","2018-09-08",""
"10703","LV45272-001A","D.CON BLIND    ","1","SML","","1","ManualProcedure","2016-06-03",""
"10774","LV45565-001A-PP","PACKING FIXTURE","1","SML","","1","ManualProcedure","2016-06-03",""
"10775","LV45864-001A","DSTU MARK      ","999999","","*L-67     ","999999","ManualProcedure","2016-06-03",""
"10733","LV45885-001A","M.HARDWARE (FC)","100","","FB-B-15  ","1800","ManualProcedure","2016-06-03",""
"10775","LVT2086-008A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03",""
"10775","LVT2199-003B","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03",""
"10775","LVT2201-004A","INST BOOK      ","40","SML","","40","ManualProcedure","2016-06-03",""
"10775","LVT2248-001A","INSTSHEET      ","1000","SML","","1000","ManualProcedure","2016-06-03",""
"10698","LVT2270-003A","","40","","Y-119     ","40","ManualProcedure","2016-06-03",""
"10775","LVT2357-002A","INST BOOK      ","10","","","10","ManualProcedure","2016-06-03",""
